match_id,season,gameweek,home_team,away_team,home_form_5,home_goals_scored_5,home_goals_conceded_5,home_offensive_str,home_defensive_str,home_avg_overall,home_squad_value,away_form_5,away_goals_scored_5,away_goals_conceded_5,away_offensive_str,away_defensive_str,away_avg_overall,away_squad_value,odds_prob_home,odds_prob_draw,odds_prob_away,result
9500,2024/25,10.0,as-monaco,angers-sco,2.0,1.6,1.0,1.6,1.0,73.63,257100000,1.2,1.6,1.6,1.6,1.6,0.0,0,0.8264,0.1416,0.0768,A
9501,2024/25,10.0,lille-osc,olympique-lyonnais,2.2,2.0,0.8,2.0,0.8,0.0,0,2.0,2.4,1.2,2.4,1.2,72.74,89500000,0.4566,0.2695,0.3185,D
9502,2024/25,10.0,paris-saint-germain,rc-lens,2.2,2.4,1.0,2.4,1.0,0.0,0,1.2,1.0,1.0,1.0,1.0,72.84,82750000,0.6993,0.2024,0.1439,H
9503,2024/25,10.0,stade-brestois,ogc-nice,2.0,1.4,1.0,1.4,1.0,0.0,0,1.8,2.4,0.6,2.4,0.6,73.28,89200000,0.3745,0.3145,0.3584,A
9504,2024/25,10.0,saint-etienne,rc-strasbourg,0.8,1.4,3.4,1.4,3.4,0.0,0,1.6,2.2,2.0,2.2,2.0,69.0,72100000,0.2801,0.2653,0.5076,H
9505,2024/25,10.0,toulouse-fc,stade-de-reims,0.8,1.2,1.4,1.2,1.4,68.76,60900000,1.4,2.0,1.6,2.0,1.6,69.92,48600000,0.4831,0.2841,0.2817,H
9506,2024/25,10.0,aja-auxerre,stade-rennais,1.4,2.0,1.8,2.0,1.8,0.0,0,1.0,1.0,1.4,1.0,1.4,73.39,253175000,0.2899,0.2801,0.4785,H
9507,2024/25,10.0,le-havre,montpellier-hsc,0.0,0.2,2.6,0.2,2.6,0.0,0,0.6,1.2,3.2,1.2,3.2,0.0,0,0.4525,0.2907,0.3067,H
9508,2024/25,10.0,fc-nantes,olympique-de-marseille,0.6,1.0,1.8,1.0,1.8,69.58,54600000,1.4,1.8,1.4,1.8,1.4,73.85,58850000,0.2674,0.2841,0.4975,A
9509,2024/25,11.0,olympique-de-marseille,aja-auxerre,1.4,1.6,1.2,1.6,1.2,73.85,58850000,2.0,2.4,1.2,2.4,1.2,0.0,0,0.7143,0.1953,0.1359,A
9510,2024/25,11.0,rc-strasbourg,as-monaco,1.4,1.6,1.8,1.6,1.8,69.0,72100000,1.4,1.0,1.0,1.0,1.0,73.63,257100000,0.2874,0.266,0.4926,A
9511,2024/25,11.0,rc-lens,fc-nantes,1.0,0.8,1.0,0.8,1.0,72.84,82750000,0.4,1.0,2.0,1.0,2.0,69.58,54600000,0.6211,0.2538,0.1706,H
9512,2024/25,11.0,angers-sco,paris-saint-germain,1.6,1.6,1.4,1.6,1.4,0.0,0,2.6,2.4,0.8,2.4,0.8,0.0,0,0.0863,0.1541,0.8065,A
9513,2024/25,11.0,ogc-nice,lille-osc,1.8,1.0,0.6,1.0,0.6,73.28,89200000,2.2,1.6,0.4,1.6,0.4,0.0,0,0.3968,0.3067,0.3448,D
9514,2024/25,11.0,le-havre,stade-de-reims,0.6,0.2,2.0,0.2,2.0,0.0,0,1.2,1.8,1.6,1.8,1.6,69.92,48600000,0.3049,0.3058,0.4386,A
9515,2024/25,11.0,montpellier-hsc,stade-brestois,0.0,0.6,3.0,0.6,3.0,0.0,0,1.4,1.0,1.2,1.0,1.2,0.0,0,0.3058,0.2849,0.4587,H
9516,2024/25,11.0,stade-rennais,toulouse-fc,0.8,0.8,2.0,0.8,2.0,73.39,253175000,1.4,1.4,1.0,1.4,1.0,68.76,60900000,0.4587,0.2959,0.2941,A
9517,2024/25,11.0,olympique-lyonnais,saint-etienne,2.2,2.2,0.8,2.2,0.8,72.74,89500000,1.4,1.8,1.8,1.8,1.8,0.0,0,0.7407,0.1808,0.1279,H
9518,2024/25,12.0,as-monaco,stade-brestois,1.4,1.2,1.0,1.2,1.0,73.63,257100000,1.4,1.2,1.2,1.2,1.2,0.0,0,0.6579,0.2283,0.1587,H
9519,2024/25,12.0,paris-saint-germain,toulouse-fc,2.6,2.6,1.0,2.6,1.0,0.0,0,2.0,1.6,0.6,1.6,0.6,68.76,60900000,0.7353,0.1852,0.1267,H
9520,2024/25,12.0,rc-lens,olympique-de-marseille,1.4,1.4,1.4,1.4,1.4,72.84,82750000,1.4,1.8,1.6,1.8,1.6,73.85,58850000,0.4348,0.2857,0.3268,A
9521,2024/25,12.0,saint-etienne,montpellier-hsc,1.2,1.4,1.6,1.4,1.6,0.0,0,0.6,1.0,2.8,1.0,2.8,0.0,0,0.4219,0.2874,0.3367,H
9522,2024/25,12.0,stade-de-reims,olympique-lyonnais,1.2,1.8,1.4,1.8,1.4,69.92,48600000,2.2,2.0,0.6,2.0,0.6,72.74,89500000,0.3559,0.2725,0.4184,D
9523,2024/25,12.0,lille-osc,stade-rennais,1.8,1.4,0.8,1.4,0.8,0.0,0,0.8,0.6,1.8,0.6,1.8,73.39,253175000,0.5181,0.2841,0.2481,H
9524,2024/25,12.0,fc-nantes,le-havre,0.2,1.0,2.2,1.0,2.2,69.58,54600000,0.6,0.2,2.0,0.2,2.0,0.0,0,0.5263,0.3021,0.2203,A
9525,2024/25,12.0,aja-auxerre,angers-sco,2.0,2.4,1.4,2.4,1.4,0.0,0,1.6,1.8,1.6,1.8,1.6,0.0,0,0.5525,0.2688,0.2294,H
9526,2024/25,12.0,ogc-nice,rc-strasbourg,1.8,1.4,1.0,1.4,1.0,73.28,89200000,0.8,1.6,2.4,1.6,2.4,69.0,72100000,0.5525,0.2681,0.2288,H
9527,2024/25,13.0,stade-de-reims,rc-lens,0.8,1.2,1.2,1.2,1.2,69.92,48600000,1.2,1.2,1.6,1.2,1.6,72.84,82750000,0.3185,0.3012,0.4274,A
9528,2024/25,13.0,stade-rennais,saint-etienne,0.8,0.4,1.6,0.4,1.6,73.39,253175000,1.2,1.0,1.4,1.0,1.4,0.0,0,0.6757,0.2193,0.1529,H
9529,2024/25,13.0,stade-brestois,rc-strasbourg,0.8,1.2,1.8,1.2,1.8,0.0,0,0.6,1.4,2.4,1.4,2.4,69.0,72100000,0.4484,0.2865,0.3125,H
9530,2024/25,13.0,paris-saint-germain,fc-nantes,3.0,3.0,0.8,3.0,0.8,0.0,0,0.2,1.0,2.2,1.0,2.2,69.58,54600000,0.8264,0.1414,0.0821,D
9531,2024/25,13.0,montpellier-hsc,lille-osc,0.6,0.6,2.2,0.6,2.2,0.0,0,1.8,1.2,0.6,1.2,0.6,0.0,0,0.2347,0.271,0.5464,D
9532,2024/25,13.0,le-havre,angers-sco,1.2,0.6,1.6,0.6,1.6,0.0,0,1.4,1.6,1.6,1.6,1.6,0.0,0,0.4348,0.3165,0.2994,A
9533,2024/25,13.0,olympique-lyonnais,ogc-nice,1.8,1.8,0.8,1.8,0.8,72.74,89500000,2.2,1.6,1.0,1.6,1.0,73.28,89200000,0.5155,0.2639,0.271,H
9534,2024/25,13.0,toulouse-fc,aja-auxerre,2.0,1.4,0.8,1.4,0.8,68.76,60900000,2.6,2.4,0.8,2.4,0.8,0.0,0,0.5848,0.2591,0.2058,H
9535,2024/25,13.0,olympique-de-marseille,as-monaco,1.8,2.2,1.6,2.2,1.6,73.85,58850000,1.4,1.4,1.2,1.4,1.2,73.63,257100000,0.3831,0.2786,0.3876,H
9536,2024/25,14.0,lille-osc,stade-brestois,1.8,1.6,1.0,1.6,1.0,0.0,0,1.2,1.6,1.8,1.6,1.8,0.0,0,0.5988,0.2674,0.1789,H
9537,2024/25,14.0,aja-auxerre,paris-saint-germain,2.0,2.0,1.0,2.0,1.0,0.0,0,2.6,2.4,0.6,2.4,0.6,0.0,0,0.1129,0.1701,0.7634,D
9538,2024/25,14.0,as-monaco,toulouse-fc,1.2,1.6,1.6,1.6,1.6,73.63,257100000,2.4,1.6,0.6,1.6,0.6,68.76,60900000,0.5848,0.2519,0.2101,H
9539,2024/25,14.0,ogc-nice,le-havre,2.0,1.6,1.6,1.6,1.6,73.28,89200000,1.2,0.6,1.0,0.6,1.0,0.0,0,0.625,0.2551,0.1656,H
9540,2024/25,14.0,angers-sco,olympique-lyonnais,1.8,1.6,1.4,1.6,1.4,0.0,0,1.8,1.8,1.0,1.8,1.0,72.74,89500000,0.2075,0.241,0.5988,A
9541,2024/25,14.0,rc-lens,montpellier-hsc,1.2,1.2,1.6,1.2,1.6,72.84,82750000,0.8,1.0,1.6,1.0,1.6,0.0,0,0.7353,0.1942,0.119,H
9542,2024/25,14.0,fc-nantes,stade-rennais,0.2,1.0,2.2,1.0,2.2,69.58,54600000,1.2,1.2,1.4,1.2,1.4,73.39,253175000,0.3289,0.3165,0.4049,H
9543,2024/25,14.0,rc-strasbourg,stade-de-reims,0.6,1.2,2.2,1.2,2.2,69.0,72100000,0.8,1.0,1.2,1.0,1.2,69.92,48600000,0.4202,0.289,0.3425,D
9544,2024/25,14.0,saint-etienne,olympique-de-marseille,1.2,1.0,2.0,1.0,2.0,0.0,0,1.8,1.6,1.8,1.6,1.8,73.85,58850000,0.1992,0.2481,0.6024,A
9545,2024/25,15.0,toulouse-fc,saint-etienne,1.8,1.0,1.0,1.0,1.0,68.76,60900000,1.2,0.6,1.6,0.6,1.6,0.0,0,0.7246,0.2033,0.1193,H
9546,2024/25,15.0,olympique-de-marseille,lille-osc,2.4,2.0,1.2,2.0,1.2,73.85,58850000,1.8,1.8,1.2,1.8,1.2,0.0,0,0.4608,0.2882,0.2994,D
9547,2024/25,15.0,aja-auxerre,rc-lens,2.0,1.6,0.6,1.6,0.6,0.0,0,1.8,1.6,1.2,1.6,1.2,72.84,82750000,0.2591,0.2817,0.5102,D
9548,2024/25,15.0,stade-de-reims,as-monaco,1.0,0.8,0.8,0.8,0.8,69.92,48600000,1.8,1.8,1.2,1.8,1.2,73.63,257100000,0.2755,0.2778,0.495,D
9549,2024/25,15.0,montpellier-hsc,ogc-nice,0.8,1.0,1.4,1.0,1.4,0.0,0,2.0,1.6,1.6,1.6,1.6,73.28,89200000,0.3413,0.2857,0.4255,D
9550,2024/25,15.0,stade-rennais,angers-sco,0.6,1.0,1.6,1.0,1.6,73.39,253175000,1.2,0.8,1.6,0.8,1.6,0.0,0,0.6173,0.2545,0.1835,H
9551,2024/25,15.0,stade-brestois,fc-nantes,0.6,1.4,2.2,1.4,2.2,0.0,0,0.8,1.0,1.6,1.0,1.6,69.58,54600000,0.4785,0.3012,0.2725,H
9552,2024/25,15.0,le-havre,rc-strasbourg,1.2,0.8,1.2,0.8,1.2,0.0,0,0.2,0.6,2.0,0.6,2.0,69.0,72100000,0.33,0.3115,0.4098,A
9553,2024/25,15.0,paris-saint-germain,olympique-lyonnais,2.2,1.8,0.6,1.8,0.6,0.0,0,2.2,2.0,0.6,2.0,0.6,72.74,89500000,0.7143,0.1838,0.155,H
9554,2024/25,16.0,as-monaco,paris-saint-germain,2.0,1.8,1.0,1.8,1.0,73.63,257100000,2.2,2.2,0.8,2.2,0.8,0.0,0,0.2625,0.2584,0.5291,A
9555,2024/25,16.0,ogc-nice,stade-rennais,1.6,1.8,2.0,1.8,2.0,73.28,89200000,1.2,1.4,0.8,1.4,0.8,73.39,253175000,0.4566,0.2985,0.295,H
9556,2024/25,16.0,saint-etienne,stade-de-reims,0.6,0.4,2.0,0.4,2.0,0.0,0,1.2,0.8,0.6,0.8,0.6,69.92,48600000,0.2857,0.2976,0.4695,H
9557,2024/25,16.0,lille-osc,fc-nantes,1.8,1.8,1.2,1.8,1.2,0.0,0,0.8,1.0,2.0,1.0,2.0,69.58,54600000,0.6536,0.2404,0.1575,D
9558,2024/25,16.0,olympique-lyonnais,montpellier-hsc,2.0,2.0,1.0,2.0,1.0,72.74,89500000,1.0,1.4,1.6,1.4,1.6,0.0,0,0.7519,0.1821,0.122,H
9559,2024/25,16.0,angers-sco,stade-brestois,0.6,0.6,2.0,0.6,2.0,0.0,0,1.2,2.2,2.2,2.2,2.2,0.0,0,0.3115,0.3106,0.4329,H
9560,2024/25,16.0,rc-strasbourg,aja-auxerre,0.8,1.2,1.6,1.2,1.6,69.0,72100000,1.6,1.2,1.0,1.2,1.0,0.0,0,0.5348,0.2688,0.2513,H
9561,2024/25,16.0,rc-lens,toulouse-fc,2.0,2.0,1.4,2.0,1.4,72.84,82750000,1.8,1.2,1.2,1.2,1.2,68.76,60900000,0.5155,0.2874,0.25,A
9562,2024/25,16.0,olympique-de-marseille,le-havre,2.0,1.8,1.2,1.8,1.2,73.85,58850000,0.6,0.6,1.8,0.6,1.8,0.0,0,0.7692,0.1825,0.104,H
9563,2024/25,17.0,fc-nantes,as-monaco,1.0,0.8,1.6,0.8,1.6,69.58,54600000,1.4,1.6,1.6,1.6,1.6,73.63,257100000,0.2101,0.2667,0.5747,D
9564,2024/25,17.0,aja-auxerre,lille-osc,1.0,0.8,1.4,0.8,1.4,0.0,0,1.8,1.6,1.0,1.6,1.0,0.0,0,0.2169,0.2674,0.5682,D
9565,2024/25,17.0,stade-brestois,olympique-lyonnais,1.2,2.0,2.0,2.0,2.0,0.0,0,2.0,2.0,1.0,2.0,1.0,72.74,89500000,0.3268,0.2817,0.4444,H
9566,2024/25,17.0,stade-de-reims,ogc-nice,0.6,0.4,1.2,0.4,1.2,69.92,48600000,2.0,2.0,2.0,2.0,2.0,73.28,89200000,0.3788,0.2924,0.3802,A
9567,2024/25,17.0,stade-rennais,olympique-de-marseille,1.2,1.8,1.0,1.8,1.0,73.39,253175000,2.6,2.6,0.8,2.6,0.8,73.85,58850000,0.3344,0.303,0.4167,A
9568,2024/25,17.0,le-havre,rc-lens,0.6,0.8,2.2,0.8,2.2,0.0,0,1.4,1.4,1.2,1.4,1.2,72.84,82750000,0.1808,0.2653,0.6061,A
9569,2024/25,17.0,montpellier-hsc,angers-sco,0.4,0.8,1.6,0.8,1.6,0.0,0,1.2,0.6,1.2,0.6,1.2,0.0,0,0.4762,0.289,0.2899,A
9570,2024/25,17.0,toulouse-fc,rc-strasbourg,1.8,1.0,1.2,1.0,1.2,68.76,60900000,1.4,1.6,1.2,1.6,1.2,69.0,72100000,0.565,0.2618,0.2257,A
9571,2024/25,17.0,paris-saint-germain,saint-etienne,2.2,2.2,0.8,2.2,0.8,0.0,0,1.2,1.0,2.0,1.0,2.0,0.0,0,0.9174,0.0878,0.0435,H
9572,2024/25,18.0,montpellier-hsc,as-monaco,0.4,1.0,2.0,1.0,2.0,0.0,0,1.0,1.4,1.6,1.4,1.6,73.63,257100000,0.1887,0.2237,0.6369,H
9573,2024/25,18.0,lille-osc,ogc-nice,1.4,1.4,1.0,1.4,1.0,0.0,0,2.0,2.4,2.2,2.4,2.2,73.28,89200000,0.4878,0.2899,0.2703,H
9574,2024/25,18.0,rc-lens,paris-saint-germain,2.0,1.6,0.8,1.6,0.8,72.84,82750000,2.2,2.0,1.0,2.0,1.0,0.0,0,0.2304,0.2427,0.5814,A
9575,2024/25,18.0,stade-rennais,stade-brestois,1.2,2.0,1.2,2.0,1.2,73.39,253175000,1.8,2.0,1.6,2.0,1.6,0.0,0,0.4975,0.2976,0.2577,A
9576,2024/25,18.0,olympique-lyonnais,toulouse-fc,1.8,2.0,1.2,2.0,1.2,72.74,89500000,1.8,1.2,1.0,1.2,1.0,68.76,60900000,0.5405,0.2597,0.2525,D
9577,2024/25,18.0,saint-etienne,fc-nantes,0.6,1.0,2.4,1.0,2.4,0.0,0,1.2,1.2,1.6,1.2,1.6,69.58,54600000,0.3968,0.3106,0.3472,D
9578,2024/25,18.0,angers-sco,aja-auxerre,1.8,1.2,1.2,1.2,1.2,0.0,0,0.6,0.6,1.4,0.6,1.4,0.0,0,0.4098,0.3077,0.339,H
9579,2024/25,18.0,stade-de-reims,le-havre,0.4,0.6,1.8,0.6,1.8,69.92,48600000,0.0,0.6,2.6,0.6,2.6,0.0,0,0.6098,0.2564,0.1887,D
9580,2024/25,18.0,olympique-de-marseille,rc-strasbourg,2.6,2.4,0.8,2.4,0.8,73.85,58850000,2.0,1.8,1.0,1.8,1.0,69.0,72100000,0.6369,0.2315,0.1869,D
9581,2024/25,19.0,aja-auxerre,saint-etienne,0.6,0.6,1.4,0.6,1.4,0.0,0,0.8,1.2,1.6,1.2,1.6,0.0,0,0.5155,0.2732,0.2611,D
9582,2024/25,19.0,as-monaco,stade-rennais,1.0,1.4,1.6,1.4,1.6,73.63,257100000,0.6,1.2,1.6,1.2,1.6,73.39,253175000,0.578,0.2538,0.2169,H
9583,2024/25,19.0,rc-strasbourg,lille-osc,2.2,1.8,0.6,1.8,0.6,69.0,72100000,1.8,1.4,0.8,1.4,0.8,0.0,0,0.3571,0.2959,0.4,H
9584,2024/25,19.0,paris-saint-germain,stade-de-reims,2.6,2.2,1.0,2.2,1.0,0.0,0,0.6,0.8,1.6,0.8,1.6,69.92,48600000,0.8065,0.152,0.0953,D
9585,2024/25,19.0,le-havre,stade-brestois,0.2,0.8,2.6,0.8,2.6,0.0,0,1.8,1.8,1.6,1.8,1.6,0.0,0,0.3049,0.3215,0.4274,A
9586,2024/25,19.0,rc-lens,angers-sco,1.4,1.4,1.2,1.4,1.2,72.84,82750000,1.8,1.4,1.2,1.4,1.2,0.0,0,0.6944,0.2198,0.1403,H
9587,2024/25,19.0,fc-nantes,olympique-lyonnais,1.2,1.2,1.6,1.2,1.6,69.58,54600000,1.4,1.2,1.0,1.2,1.0,72.74,89500000,0.2994,0.2849,0.4695,D
9588,2024/25,19.0,toulouse-fc,montpellier-hsc,1.4,0.8,1.0,0.8,1.0,68.76,60900000,0.8,1.0,1.8,1.0,1.8,0.0,0,0.6135,0.2481,0.1898,A
9589,2024/25,19.0,ogc-nice,olympique-de-marseille,2.0,2.4,1.8,2.4,1.8,73.28,89200000,2.2,2.2,0.8,2.2,0.8,73.85,58850000,0.3509,0.2841,0.4167,H
9590,2024/25,20.0,montpellier-hsc,rc-lens,1.4,1.4,1.6,1.4,1.6,0.0,0,1.4,1.2,1.2,1.2,1.2,72.84,82750000,0.2331,0.2703,0.5464,A
9591,2024/25,20.0,stade-brestois,paris-saint-germain,2.4,1.8,1.0,1.8,1.0,0.0,0,2.6,2.4,1.2,2.4,1.2,0.0,0,0.152,0.2075,0.6944,A
9592,2024/25,20.0,as-monaco,aja-auxerre,1.0,1.6,2.0,1.6,2.0,73.63,257100000,0.6,0.8,1.6,0.8,1.6,0.0,0,0.7463,0.1825,0.1242,H
9593,2024/25,20.0,lille-osc,saint-etienne,1.2,1.0,1.0,1.0,1.0,0.0,0,1.0,1.4,1.4,1.4,1.4,0.0,0,0.7143,0.211,0.129,H
9594,2024/25,20.0,toulouse-fc,ogc-nice,1.4,1.0,1.0,1.0,1.0,68.76,60900000,2.0,2.4,1.6,2.4,1.6,73.28,89200000,0.3984,0.3003,0.3546,D
9595,2024/25,20.0,angers-sco,le-havre,1.8,1.4,0.8,1.4,0.8,0.0,0,0.2,0.6,2.4,0.6,2.4,0.0,0,0.5051,0.2994,0.2513,D
9596,2024/25,20.0,stade-de-reims,fc-nantes,0.6,1.0,1.8,1.0,1.8,69.92,48600000,0.8,1.2,1.8,1.2,1.8,69.58,54600000,0.4651,0.2959,0.2915,A
9597,2024/25,20.0,stade-rennais,rc-strasbourg,0.6,1.6,2.0,1.6,2.0,73.39,253175000,2.6,2.2,0.8,2.2,0.8,69.0,72100000,0.4808,0.2882,0.2833,H
9598,2024/25,20.0,olympique-de-marseille,olympique-lyonnais,1.6,1.8,1.2,1.8,1.2,73.85,58850000,1.0,0.8,1.2,0.8,1.2,72.74,89500000,0.4902,0.2653,0.2959,H
9599,2024/25,21.0,fc-nantes,stade-brestois,1.4,1.4,1.2,1.4,1.2,69.58,54600000,1.8,1.4,1.8,1.4,1.8,0.0,0,0.4098,0.3135,0.3236,A
9600,2024/25,21.0,paris-saint-germain,as-monaco,2.6,2.8,1.4,2.8,1.4,0.0,0,1.4,2.4,2.4,2.4,2.4,73.63,257100000,0.7143,0.1832,0.1473,H
9601,2024/25,21.0,ogc-nice,rc-lens,2.0,2.2,1.4,2.2,1.4,73.28,89200000,1.8,1.2,0.8,1.2,0.8,72.84,82750000,0.4237,0.2933,0.3322,H
9602,2024/25,21.0,lille-osc,le-havre,1.6,1.6,1.0,1.6,1.0,0.0,0,0.4,0.8,2.0,0.8,2.0,0.0,0,0.7407,0.198,0.1091,A
9603,2024/25,21.0,saint-etienne,stade-rennais,1.0,1.4,1.8,1.4,1.8,0.0,0,0.6,1.4,2.0,1.4,2.0,73.39,253175000,0.2967,0.2985,0.4545,A
9604,2024/25,21.0,olympique-lyonnais,stade-de-reims,1.0,1.0,1.2,1.0,1.2,72.74,89500000,0.4,1.2,2.2,1.2,2.2,69.92,48600000,0.6579,0.2174,0.1757,H
9605,2024/25,21.0,aja-auxerre,toulouse-fc,0.4,0.8,2.0,0.8,2.0,0.0,0,1.0,0.8,1.0,0.8,1.0,68.76,60900000,0.3289,0.2959,0.4292,D
9606,2024/25,21.0,rc-strasbourg,montpellier-hsc,2.0,1.6,1.0,1.6,1.0,69.0,72100000,1.2,1.0,1.6,1.0,1.6,0.0,0,0.5587,0.2545,0.241,H
9607,2024/25,21.0,angers-sco,olympique-de-marseille,2.0,1.6,0.6,1.6,0.6,0.0,0,2.0,2.2,1.4,2.2,1.4,73.85,58850000,0.1887,0.2469,0.6135,A
9608,2024/25,22.0,stade-brestois,aja-auxerre,2.4,1.8,1.4,1.8,1.4,0.0,0,0.6,1.0,1.8,1.0,1.8,0.0,0,0.4425,0.3049,0.2959,D
9609,2024/25,22.0,olympique-de-marseille,saint-etienne,2.0,1.6,1.2,1.6,1.2,73.85,58850000,0.4,0.8,2.0,0.8,2.0,0.0,0,0.7874,0.1618,0.1,H
9610,2024/25,22.0,as-monaco,fc-nantes,1.4,2.2,2.4,2.2,2.4,73.63,257100000,1.2,1.2,1.4,1.2,1.4,69.58,54600000,0.641,0.2309,0.1761,H
9611,2024/25,22.0,toulouse-fc,paris-saint-germain,0.6,1.0,1.4,1.0,1.4,68.76,60900000,2.6,2.8,1.2,2.8,1.2,0.0,0,0.1675,0.2123,0.6711,A
9612,2024/25,22.0,montpellier-hsc,olympique-lyonnais,1.2,1.0,1.8,1.0,1.8,0.0,0,1.0,1.6,1.2,1.6,1.2,72.74,89500000,0.2088,0.2288,0.6098,A
9613,2024/25,22.0,rc-lens,rc-strasbourg,1.8,1.2,1.0,1.2,1.0,72.84,82750000,2.0,1.4,0.8,1.4,0.8,69.0,72100000,0.5682,0.2558,0.2278,A
9614,2024/25,22.0,le-havre,ogc-nice,1.0,1.0,1.2,1.0,1.2,0.0,0,2.0,2.0,1.0,2.0,1.0,73.28,89200000,0.1931,0.2525,0.6061,A
9615,2024/25,22.0,stade-de-reims,angers-sco,0.4,1.0,2.4,1.0,2.4,69.92,48600000,1.4,1.2,1.0,1.2,1.0,0.0,0,0.5025,0.2907,0.2597,A
9616,2024/25,22.0,stade-rennais,lille-osc,1.2,1.4,1.4,1.4,1.4,73.39,253175000,1.4,1.6,1.2,1.6,1.2,0.0,0,0.3788,0.3021,0.3704,A
9617,2024/25,23.0,stade-rennais,stade-de-reims,1.2,1.2,1.4,1.2,1.4,73.39,253175000,0.4,0.6,1.8,0.6,1.8,69.92,48600000,0.4695,0.289,0.2857,H
9618,2024/25,23.0,lille-osc,as-monaco,1.8,2.0,1.2,2.0,1.2,0.0,0,1.8,3.2,2.2,3.2,2.2,73.63,257100000,0.4608,0.2688,0.3195,H
9619,2024/25,23.0,saint-etienne,angers-sco,0.4,0.8,2.6,0.8,2.6,0.0,0,1.4,0.8,0.8,0.8,0.8,0.0,0,0.4167,0.304,0.3279,D
9620,2024/25,23.0,aja-auxerre,olympique-de-marseille,0.6,1.4,2.2,1.4,2.2,0.0,0,2.0,2.2,1.2,2.2,1.2,73.85,58850000,0.1789,0.2273,0.6452,H
9621,2024/25,23.0,fc-nantes,rc-lens,1.0,1.0,2.4,1.0,2.4,69.58,54600000,1.2,0.8,1.2,0.8,1.2,72.84,82750000,0.2778,0.2933,0.4808,H
9622,2024/25,23.0,le-havre,toulouse-fc,1.0,1.0,1.4,1.0,1.4,0.0,0,0.6,0.8,1.2,0.8,1.2,68.76,60900000,0.2558,0.289,0.5076,A
9623,2024/25,23.0,ogc-nice,montpellier-hsc,2.0,1.8,0.8,1.8,0.8,73.28,89200000,1.2,1.0,2.0,1.0,2.0,0.0,0,0.7299,0.1912,0.1312,H
9624,2024/25,23.0,rc-strasbourg,stade-brestois,2.0,1.4,0.6,1.4,0.6,69.0,72100000,2.0,1.8,1.6,1.8,1.6,0.0,0,0.5025,0.277,0.2725,D
9625,2024/25,23.0,olympique-lyonnais,paris-saint-germain,1.6,2.2,1.0,2.2,1.0,72.74,89500000,2.6,2.6,1.0,2.6,1.0,0.0,0,0.2353,0.2347,0.5814,A
9626,2024/25,24.0,as-monaco,stade-de-reims,1.8,3.2,2.2,3.2,2.2,73.63,257100000,0.2,0.4,1.8,0.4,1.8,69.92,48600000,0.7246,0.1908,0.1274,H
9627,2024/25,24.0,saint-etienne,ogc-nice,0.4,1.2,3.0,1.2,3.0,0.0,0,2.6,2.0,0.4,2.0,0.4,73.28,89200000,0.2132,0.2421,0.5917,A
9628,2024/25,24.0,rc-lens,le-havre,1.2,0.8,1.4,0.8,1.4,72.84,82750000,0.8,1.0,2.0,1.0,2.0,0.0,0,0.7299,0.2008,0.1215,A
9629,2024/25,24.0,paris-saint-germain,lille-osc,2.6,2.8,1.2,2.8,1.2,0.0,0,1.8,2.0,1.2,2.0,1.2,0.0,0,0.7194,0.1931,0.1362,H
9630,2024/25,24.0,olympique-lyonnais,stade-brestois,1.4,2.6,1.6,2.6,1.6,72.74,89500000,1.6,1.4,1.4,1.4,1.4,0.0,0,0.6024,0.2445,0.2033,H
9631,2024/25,24.0,angers-sco,toulouse-fc,1.0,1.0,1.4,1.0,1.4,0.0,0,1.0,1.6,1.4,1.6,1.4,68.76,60900000,0.3086,0.3115,0.431,A
9632,2024/25,24.0,aja-auxerre,rc-strasbourg,1.2,2.0,1.8,2.0,1.8,0.0,0,2.0,1.2,0.4,1.2,0.4,69.0,72100000,0.3534,0.3003,0.3968,A
9633,2024/25,24.0,montpellier-hsc,stade-rennais,0.6,0.6,2.2,0.6,2.2,0.0,0,1.8,1.2,1.0,1.2,1.0,73.39,253175000,0.2865,0.2865,0.4785,A
9634,2024/25,24.0,olympique-de-marseille,fc-nantes,1.8,2.0,1.6,2.0,1.6,73.85,58850000,1.4,1.4,2.4,1.4,2.4,69.58,54600000,0.7143,0.1988,0.1372,H
9635,2024/25,25.0,toulouse-fc,as-monaco,1.6,2.2,1.0,2.2,1.0,68.76,60900000,1.8,3.2,1.8,3.2,1.8,73.63,257100000,0.3049,0.2778,0.4651,D
9636,2024/25,25.0,stade-rennais,paris-saint-germain,2.4,1.6,0.4,1.6,0.4,73.39,253175000,3.0,3.4,1.2,3.4,1.2,0.0,0,0.2183,0.2506,0.5814,A
9637,2024/25,25.0,lille-osc,montpellier-hsc,1.8,2.0,1.6,2.0,1.6,0.0,0,0.0,0.2,2.8,0.2,2.8,0.0,0,0.7143,0.2024,0.1342,H
9638,2024/25,25.0,olympique-de-marseille,rc-lens,2.4,2.4,1.2,2.4,1.2,73.85,58850000,0.6,1.2,2.2,1.2,2.2,72.84,82750000,0.6579,0.2227,0.1715,A
9639,2024/25,25.0,stade-brestois,angers-sco,1.0,1.4,1.8,1.4,1.8,0.0,0,1.0,1.0,2.0,1.0,2.0,0.0,0,0.5714,0.2695,0.2119,H
9640,2024/25,25.0,le-havre,saint-etienne,1.4,1.8,2.4,1.8,2.4,0.0,0,0.2,1.2,3.4,1.2,3.4,0.0,0,0.4274,0.2907,0.3367,D
