match_id,season,gameweek,status,home_team,away_team,home_elo,away_elo,elo_diff,home_form_5,home_goals_scored_5,home_goals_conceded_5,home_offensive_str,home_defensive_str,home_avg_overall,home_squad_value,away_form_5,away_goals_scored_5,away_goals_conceded_5,away_offensive_str,away_defensive_str,away_avg_overall,away_squad_value,odds_prob_home,odds_prob_draw,odds_prob_away,result
1313,2008/09,,finished,ogc-nice,toulouse-fc,1491.2,1531.9,-40.700000000000045,0.8,0.8,1.0,0.8,1.0,73.28,89200000,1.4,1.6,2.2,1.6,2.2,68.76,60900000,,,,A
1314,2008/09,,finished,stade-rennais,fc-lorient,1634.4,1495.7,138.70000000000005,2.4,2.6,1.8,2.6,1.8,73.39,253175000,0.0,0.0,0.0,0.0,0.0,70.23,70850000,,,,H
1315,2008/09,,finished,olympique-de-marseille,stade-rennais,1636.6,1644.3,-7.7000000000000455,0.8,0.8,1.6,0.8,1.6,73.85,58850000,2.4,2.6,1.8,2.6,1.8,73.39,253175000,,,,H
1316,2008/09,,finished,fc-nantes,aj-auxerre,1431.1,1510.7,-79.60000000000014,0.8,1.0,1.4,1.0,1.4,69.58,54600000,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,H
1317,2008/09,,finished,paris-saint-germain,as-monaco,1520.3,1495.7,24.59999999999991,2.4,2.0,0.4,2.0,0.4,0.0,0,1.6,1.6,1.4,1.6,1.4,73.63,257100000,,,,D
1318,2008/09,,finished,toulouse-fc,olympique-lyonnais,1546.0,1599.5,-53.5,1.4,1.6,2.2,1.6,2.2,68.76,60900000,2.0,2.0,1.4,2.0,1.4,72.74,89500000,,,,D
1319,2009/10,,finished,as-monaco,toulouse-fc,1496.9,1548.4,-51.5,1.6,1.6,1.4,1.6,1.4,73.63,257100000,1.4,1.6,2.2,1.6,2.2,68.76,60900000,,,,H
1320,2009/10,,finished,losc-lille,fc-lorient,1562.8,1485.8,77.0,0.0,0.0,0.0,0.0,0.0,72.18,86050000,0.0,0.0,0.0,0.0,0.0,70.23,70850000,,,,A
1321,2009/10,,finished,rc-lens,aj-auxerre,1435.6,1491.1,-55.5,1.6,1.6,1.6,1.6,1.6,72.84,82750000,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,H
1322,2009/10,,finished,olympique-de-marseille,losc-lille,1652.9,1543.3,109.60000000000014,0.8,0.8,1.6,0.8,1.6,73.85,58850000,0.0,0.0,0.0,0.0,0.0,72.18,86050000,,,,H
1323,2009/10,,finished,ogc-nice,stade-rennais,1477.1,1627.9,-150.80000000000018,0.8,0.8,1.0,0.8,1.0,73.28,89200000,2.4,2.6,1.8,2.6,1.8,73.39,253175000,,,,D
1324,2009/10,,finished,aj-auxerre,olympique-lyonnais,1472.5,1597.0,-124.5,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,2.0,1.4,2.0,1.4,72.74,89500000,,,,A
1325,2009/10,,finished,as-monaco,fc-lorient,1515.2,1505.2,10.0,1.6,1.6,1.4,1.6,1.4,73.63,257100000,0.0,0.0,0.0,0.0,0.0,70.23,70850000,,,,H
1326,2009/10,,finished,stade-rennais,olympique-de-marseille,1621.4,1664.0,-42.59999999999991,2.4,2.6,1.8,2.6,1.8,73.39,253175000,0.8,0.8,1.6,0.8,1.6,73.85,58850000,,,,D
1327,2009/10,,finished,losc-lille,toulouse-fc,1532.2,1530.1,2.1000000000001364,0.0,0.0,0.0,0.0,0.0,72.18,86050000,1.4,1.6,2.2,1.6,2.2,68.76,60900000,,,,D
1328,2009/10,,finished,rc-lens,stade-rennais,1454.1,1623.4,-169.30000000000018,1.6,1.6,1.6,1.6,1.6,72.84,82750000,2.4,2.6,1.8,2.6,1.8,73.39,253175000,,,,D
1329,2009/10,,finished,paris-saint-germain,losc-lille,1519.1,1532.1,-13.0,2.4,2.0,0.4,2.0,0.4,0.0,0,0.0,0.0,0.0,0.0,0.0,72.18,86050000,,,,H
1330,2009/10,,finished,olympique-lyonnais,fc-lorient,1607.5,1489.7,117.79999999999995,2.0,2.0,1.4,2.0,1.4,72.74,89500000,0.0,0.0,0.0,0.0,0.0,70.23,70850000,,,,H
1331,2009/10,,finished,aj-auxerre,ogc-nice,1462.0,1483.6,-21.59999999999991,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8,0.8,1.0,0.8,1.0,73.28,89200000,,,,H
1332,2009/10,,finished,as-monaco,paris-saint-germain,1530.8,1535.7,-4.900000000000091,1.6,1.6,1.4,1.6,1.4,73.63,257100000,2.4,2.0,0.4,2.0,0.4,0.0,0,,,,H
1333,2009/10,,finished,ogc-nice,as-monaco,1466.6,1547.0,-80.40000000000009,0.8,0.8,1.0,0.8,1.0,73.28,89200000,1.6,1.6,1.4,1.6,1.4,73.63,257100000,,,,A
1334,2009/10,,finished,rc-lens,losc-lille,1461.4,1515.5,-54.09999999999991,1.6,1.6,1.6,1.6,1.6,72.84,82750000,0.0,0.0,0.0,0.0,0.0,72.18,86050000,,,,D
1335,2009/10,,finished,paris-saint-germain,olympique-lyonnais,1519.5,1618.3,-98.79999999999995,2.4,2.0,0.4,2.0,0.4,0.0,0,2.0,2.0,1.4,2.0,1.4,72.74,89500000,,,,D
1336,2009/10,,finished,fc-lorient,paris-saint-germain,1478.9,1523.9,-45.0,0.0,0.0,0.0,0.0,0.0,70.23,70850000,2.4,2.0,0.4,2.0,0.4,0.0,0,,,,D
1337,2009/10,,finished,olympique-lyonnais,toulouse-fc,1613.9,1530.2,83.70000000000005,2.0,2.0,1.4,2.0,1.4,72.74,89500000,1.4,1.6,2.2,1.6,2.2,68.76,60900000,,,,H
1338,2009/10,,finished,losc-lille,ogc-nice,1513.0,1454.2,58.799999999999955,0.0,0.0,0.0,0.0,0.0,72.18,86050000,0.8,0.8,1.0,0.8,1.0,73.28,89200000,,,,D
1339,2009/10,,finished,rc-lens,olympique-lyonnais,1463.8,1626.1,-162.29999999999995,1.6,1.6,1.6,1.6,1.6,72.84,82750000,2.0,2.0,1.4,2.0,1.4,72.74,89500000,,,,A
1340,2009/10,,finished,stade-rennais,aj-auxerre,1616.1,1479.0,137.0999999999999,2.4,2.6,1.8,2.6,1.8,73.39,253175000,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,A
1341,2009/10,,finished,olympique-de-marseille,as-monaco,1662.1,1559.4,102.69999999999982,0.8,0.8,1.6,0.8,1.6,73.85,58850000,1.6,1.6,1.4,1.6,1.4,73.63,257100000,,,,A
1342,2009/10,,finished,toulouse-fc,fc-lorient,1518.0,1481.0,37.0,1.4,1.6,2.2,1.6,2.2,68.76,60900000,0.0,0.0,0.0,0.0,0.0,70.23,70850000,,,,A
1343,2009/10,,finished,losc-lille,stade-rennais,1510.3,1594.1,-83.79999999999995,0.0,0.0,0.0,0.0,0.0,72.18,86050000,2.4,2.6,1.8,2.6,1.8,73.39,253175000,,,,D
1344,2009/10,,finished,fc-lorient,ogc-nice,1498.7,1456.9,41.799999999999955,0.0,0.0,0.0,0.0,0.0,70.23,70850000,0.8,0.8,1.0,0.8,1.0,73.28,89200000,,,,H
1345,2009/10,,finished,as-monaco,rc-lens,1580.0,1454.8,125.20000000000005,1.6,1.6,1.4,1.6,1.4,73.63,257100000,1.6,1.6,1.6,1.6,1.6,72.84,82750000,,,,H
1346,2009/10,,finished,toulouse-fc,paris-saint-germain,1500.3,1521.9,-21.600000000000136,1.4,1.6,2.2,1.6,2.2,68.76,60900000,2.4,2.0,0.4,2.0,0.4,0.0,0,,,,H
1347,2009/10,,finished,ogc-nice,olympique-lyonnais,1442.8,1635.1,-192.29999999999995,0.8,0.8,1.0,0.8,1.0,73.28,89200000,2.0,2.0,1.4,2.0,1.4,72.74,89500000,,,,H
1348,2009/10,,finished,aj-auxerre,losc-lille,1501.0,1514.1,-13.099999999999909,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,72.18,86050000,,,,H
1349,2009/10,,finished,rc-lens,toulouse-fc,1444.3,1517.3,-73.0,1.6,1.6,1.6,1.6,1.6,72.84,82750000,1.4,1.6,2.2,1.6,2.2,68.76,60900000,,,,A
1350,2009/10,,finished,rc-lens,fc-lorient,1431.6,1512.8,-81.20000000000005,1.6,1.6,1.6,1.6,1.6,72.84,82750000,0.0,0.0,0.0,0.0,0.0,70.23,70850000,,,,D
1351,2009/10,,finished,olympique-de-marseille,toulouse-fc,1641.5,1529.9,111.59999999999991,0.8,0.8,1.6,0.8,1.6,73.85,58850000,1.4,1.6,2.2,1.6,2.2,68.76,60900000,,,,D
1352,2009/10,,finished,paris-saint-germain,ogc-nice,1504.9,1466.9,38.0,2.4,2.0,0.4,2.0,0.4,0.0,0,0.8,0.8,1.0,0.8,1.0,73.28,89200000,,,,A
1353,2009/10,,finished,olympique-lyonnais,olympique-de-marseille,1611.1,1636.5,-25.40000000000009,2.0,2.0,1.4,2.0,1.4,72.74,89500000,0.8,0.8,1.6,0.8,1.6,73.85,58850000,,,,D
1354,2009/10,,finished,toulouse-fc,stade-rennais,1534.9,1590.3,-55.399999999999864,1.4,1.6,2.2,1.6,2.2,68.76,60900000,2.4,2.6,1.8,2.6,1.8,73.39,253175000,,,,H
1355,2009/10,,finished,olympique-de-marseille,paris-saint-germain,1635.4,1487.1,148.30000000000018,0.8,0.8,1.6,0.8,1.6,73.85,58850000,2.4,2.0,0.4,2.0,0.4,0.0,0,,,,H
1356,2009/10,,finished,aj-auxerre,as-monaco,1517.6,1590.4,-72.80000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6,1.6,1.4,1.6,1.4,73.63,257100000,,,,H
1357,2009/10,,finished,ogc-nice,toulouse-fc,1484.6,1553.4,-68.80000000000018,0.8,0.8,1.0,0.8,1.0,73.28,89200000,1.4,1.6,2.2,1.6,2.2,68.76,60900000,,,,H
1358,2009/10,,finished,rc-lens,olympique-de-marseille,1435.3,1644.9,-209.60000000000014,1.6,1.6,1.6,1.6,1.6,72.84,82750000,0.8,0.8,1.6,0.8,1.6,73.85,58850000,,,,H
1359,2009/10,,finished,paris-saint-germain,aj-auxerre,1477.6,1536.9,-59.30000000000018,2.4,2.0,0.4,2.0,0.4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,H
1360,2009/10,,finished,olympique-lyonnais,stade-rennais,1612.2,1571.8,40.40000000000009,2.0,2.0,1.4,2.0,1.4,72.74,89500000,2.4,2.6,1.8,2.6,1.8,73.39,253175000,,,,D
1361,2009/10,,finished,ogc-nice,olympique-de-marseille,1503.8,1620.3,-116.5,0.8,0.8,1.0,0.8,1.0,73.28,89200000,0.8,0.8,1.6,0.8,1.6,73.85,58850000,,,,A
1362,2009/10,,finished,stade-rennais,fc-lorient,1573.7,1509.1,64.60000000000014,2.4,2.6,1.8,2.6,1.8,73.39,253175000,0.0,0.0,0.0,0.0,0.0,70.23,70850000,,,,H
1363,2009/10,,finished,losc-lille,olympique-lyonnais,1497.5,1610.4,-112.90000000000009,0.0,0.0,0.0,0.0,0.0,72.18,86050000,2.0,2.0,1.4,2.0,1.4,72.74,89500000,,,,H
1364,2009/10,,finished,rc-lens,ogc-nice,1459.9,1492.9,-33.0,1.6,1.6,1.6,1.6,1.6,72.84,82750000,0.8,0.8,1.0,0.8,1.0,73.28,89200000,,,,H
1365,2009/10,,finished,fc-lorient,aj-auxerre,1496.0,1518.2,-22.200000000000045,0.0,0.0,0.0,0.0,0.0,70.23,70850000,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,D
1366,2009/10,,finished,as-monaco,losc-lille,1571.1,1518.5,52.59999999999991,1.6,1.6,1.4,1.6,1.4,73.63,257100000,0.0,0.0,0.0,0.0,0.0,72.18,86050000,,,,A
1367,2009/10,,finished,fc-lorient,olympique-de-marseille,1497.1,1631.1,-134.0,0.0,0.0,0.0,0.0,0.0,70.23,70850000,0.8,0.8,1.6,0.8,1.6,73.85,58850000,,,,A
1368,2009/10,,finished,as-monaco,stade-rennais,1552.7,1586.7,-34.0,1.6,1.6,1.4,1.6,1.4,73.63,257100000,2.4,2.6,1.8,2.6,1.8,73.39,253175000,,,,H
1369,2009/10,,finished,paris-saint-germain,rc-lens,1496.3,1477.5,18.799999999999955,2.4,2.0,0.4,2.0,0.4,0.0,0,1.6,1.6,1.6,1.6,1.6,72.84,82750000,,,,D
1370,2009/10,,finished,stade-rennais,paris-saint-germain,1569.2,1495.4,73.79999999999995,2.4,2.6,1.8,2.6,1.8,73.39,253175000,2.4,2.0,0.4,2.0,0.4,0.0,0,,,,H
1371,2009/10,,finished,aj-auxerre,toulouse-fc,1517.2,1534.3,-17.09999999999991,0.0,0.0,0.0,0.0,0.0,0.0,0,1.4,1.6,2.2,1.6,2.2,68.76,60900000,,,,D
1372,2009/10,,finished,as-monaco,olympique-lyonnais,1570.3,1589.4,-19.100000000000136,1.6,1.6,1.4,1.6,1.4,73.63,257100000,2.0,2.0,1.4,2.0,1.4,72.74,89500000,,,,D
1373,2009/10,,finished,olympique-de-marseille,aj-auxerre,1641.2,1518.0,123.20000000000005,0.8,0.8,1.6,0.8,1.6,73.85,58850000,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,A
1374,2009/10,,finished,losc-lille,paris-saint-germain,1536.9,1482.8,54.100000000000136,0.0,0.0,0.0,0.0,0.0,72.18,86050000,2.4,2.0,0.4,2.0,0.4,0.0,0,,,,H
1375,2009/10,,finished,stade-rennais,rc-lens,1581.8,1478.3,103.5,2.4,2.6,1.8,2.6,1.8,73.39,253175000,1.6,1.6,1.6,1.6,1.6,72.84,82750000,,,,D
1376,2009/10,,finished,fc-lorient,olympique-lyonnais,1486.9,1588.5,-101.59999999999991,0.0,0.0,0.0,0.0,0.0,70.23,70850000,2.0,2.0,1.4,2.0,1.4,72.74,89500000,,,,A
1377,2009/10,,finished,ogc-nice,aj-auxerre,1475.4,1539.4,-64.0,0.8,0.8,1.0,0.8,1.0,73.28,89200000,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,A
1378,2009/10,,finished,paris-saint-germain,as-monaco,1469.2,1571.2,-102.0,2.4,2.0,0.4,2.0,0.4,0.0,0,1.6,1.6,1.4,1.6,1.4,73.63,257100000,,,,A
1379,2009/10,,finished,losc-lille,rc-lens,1550.5,1483.0,67.5,0.0,0.0,0.0,0.0,0.0,72.18,86050000,1.6,1.6,1.6,1.6,1.6,72.84,82750000,,,,H
1380,2009/10,,finished,as-monaco,ogc-nice,1582.6,1462.3,120.29999999999995,1.6,1.6,1.4,1.6,1.4,73.63,257100000,0.8,0.8,1.0,0.8,1.0,73.28,89200000,,,,H
1381,2009/10,,finished,olympique-lyonnais,paris-saint-germain,1599.9,1457.8,142.10000000000014,2.0,2.0,1.4,2.0,1.4,72.74,89500000,2.4,2.0,0.4,2.0,0.4,0.0,0,,,,H
1382,2009/10,,finished,ogc-nice,losc-lille,1451.7,1563.4,-111.70000000000005,0.8,0.8,1.0,0.8,1.0,73.28,89200000,0.0,0.0,0.0,0.0,0.0,72.18,86050000,,,,D
1383,2009/10,,finished,paris-saint-germain,fc-lorient,1448.0,1475.5,-27.5,2.4,2.0,0.4,2.0,0.4,0.0,0,0.0,0.0,0.0,0.0,0.0,70.23,70850000,,,,A
1384,2009/10,,finished,toulouse-fc,olympique-lyonnais,1533.5,1609.7,-76.20000000000005,1.4,1.6,2.2,1.6,2.2,68.76,60900000,2.0,2.0,1.4,2.0,1.4,72.74,89500000,,,,D
1385,2009/10,,finished,olympique-lyonnais,rc-lens,1606.3,1470.0,136.29999999999995,2.0,2.0,1.4,2.0,1.4,72.74,89500000,1.6,1.6,1.6,1.6,1.6,72.84,82750000,,,,H
1386,2009/10,,finished,as-monaco,olympique-de-marseille,1593.3,1619.8,-26.5,1.6,1.6,1.4,1.6,1.4,73.63,257100000,0.8,0.8,1.6,0.8,1.6,73.85,58850000,,,,A
1387,2009/10,,finished,aj-auxerre,stade-rennais,1552.5,1577.2,-24.700000000000045,0.0,0.0,0.0,0.0,0.0,0.0,0,2.4,2.6,1.8,2.6,1.8,73.39,253175000,,,,H
1388,2009/10,,finished,fc-lorient,toulouse-fc,1490.2,1537.0,-46.799999999999955,0.0,0.0,0.0,0.0,0.0,70.23,70850000,1.4,1.6,2.2,1.6,2.2,68.76,60900000,,,,D
1389,2009/10,,finished,rc-lens,as-monaco,1460.0,1578.5,-118.5,1.6,1.6,1.6,1.6,1.6,72.84,82750000,1.6,1.6,1.4,1.6,1.4,73.63,257100000,,,,H
1390,2009/10,,finished,ogc-nice,fc-lorient,1456.6,1492.4,-35.80000000000018,0.8,0.8,1.0,0.8,1.0,73.28,89200000,0.0,0.0,0.0,0.0,0.0,70.23,70850000,,,,H
1391,2009/10,,finished,paris-saint-germain,toulouse-fc,1433.3,1534.8,-101.5,2.4,2.0,0.4,2.0,0.4,0.0,0,1.4,1.6,2.2,1.6,2.2,68.76,60900000,,,,H
1392,2009/10,,finished,stade-rennais,losc-lille,1560.0,1558.4,1.599999999999909,2.4,2.6,1.8,2.6,1.8,73.39,253175000,0.0,0.0,0.0,0.0,0.0,72.18,86050000,,,,A
1393,2009/10,,finished,olympique-lyonnais,ogc-nice,1616.3,1474.3,142.0,2.0,2.0,1.4,2.0,1.4,72.74,89500000,0.8,0.8,1.0,0.8,1.0,73.28,89200000,,,,H
1394,2009/10,,finished,toulouse-fc,rc-lens,1514.3,1481.3,33.0,1.4,1.6,2.2,1.6,2.2,68.76,60900000,1.6,1.6,1.6,1.6,1.6,72.84,82750000,,,,H
1395,2009/10,,finished,losc-lille,aj-auxerre,1574.5,1569.7,4.7999999999999545,0.0,0.0,0.0,0.0,0.0,72.18,86050000,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,A
1396,2009/10,,finished,paris-saint-germain,olympique-de-marseille,1453.8,1634.6,-180.79999999999995,2.4,2.0,0.4,2.0,0.4,0.0,0,0.8,0.8,1.6,0.8,1.6,73.85,58850000,,,,A
1397,2009/10,,finished,rc-lens,paris-saint-germain,1466.8,1445.5,21.299999999999955,1.6,1.6,1.6,1.6,1.6,72.84,82750000,2.4,2.0,0.4,2.0,0.4,0.0,0,,,,D
1398,2009/10,,finished,stade-rennais,as-monaco,1544.0,1557.2,-13.200000000000045,2.4,2.6,1.8,2.6,1.8,73.39,253175000,1.6,1.6,1.4,1.6,1.4,73.63,257100000,,,,H
1399,2009/10,,finished,olympique-de-marseille,fc-lorient,1642.9,1474.7,168.20000000000005,0.8,0.8,1.6,0.8,1.6,73.85,58850000,0.0,0.0,0.0,0.0,0.0,70.23,70850000,,,,D
1400,2009/10,,finished,fc-lorient,rc-lens,1481.9,1465.8,16.100000000000136,0.0,0.0,0.0,0.0,0.0,70.23,70850000,1.6,1.6,1.6,1.6,1.6,72.84,82750000,,,,H
1401,2009/10,,finished,toulouse-fc,olympique-de-marseille,1528.8,1635.7,-106.90000000000009,1.4,1.6,2.2,1.6,2.2,68.76,60900000,0.8,0.8,1.6,0.8,1.6,73.85,58850000,,,,D
1402,2009/10,,finished,ogc-nice,paris-saint-germain,1464.5,1446.4,18.09999999999991,0.8,0.8,1.0,0.8,1.0,73.28,89200000,2.4,2.0,0.4,2.0,0.4,0.0,0,,,,H
1403,2009/10,,finished,stade-rennais,toulouse-fc,1560.6,1533.5,27.09999999999991,2.4,2.6,1.8,2.6,1.8,73.39,253175000,1.4,1.6,2.2,1.6,2.2,68.76,60900000,,,,H
1404,2009/10,,finished,olympique-de-marseille,olympique-lyonnais,1630.9,1626.1,4.800000000000182,0.8,0.8,1.6,0.8,1.6,73.85,58850000,2.0,2.0,1.4,2.0,1.4,72.74,89500000,,,,H
1405,2009/10,,finished,toulouse-fc,ogc-nice,1518.8,1479.6,39.200000000000045,1.4,1.6,2.2,1.6,2.2,68.76,60900000,0.8,0.8,1.0,0.8,1.0,73.28,89200000,,,,A
1406,2009/10,,finished,as-monaco,aj-auxerre,1540.6,1585.9,-45.30000000000018,1.6,1.6,1.4,1.6,1.4,73.63,257100000,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,D
1407,2009/10,,finished,stade-rennais,olympique-lyonnais,1575.3,1610.3,-35.0,2.4,2.6,1.8,2.6,1.8,73.39,253175000,2.0,2.0,1.4,2.0,1.4,72.74,89500000,,,,A
1408,2009/10,,finished,aj-auxerre,paris-saint-germain,1583.8,1431.3,152.5,0.0,0.0,0.0,0.0,0.0,0.0,0,2.4,2.0,0.4,2.0,0.4,0.0,0,,,,D
1409,2009/10,,finished,olympique-de-marseille,rc-lens,1646.7,1450.5,196.20000000000005,0.8,0.8,1.6,0.8,1.6,73.85,58850000,1.6,1.6,1.6,1.6,1.6,72.84,82750000,,,,H
1410,2009/10,,finished,fc-lorient,stade-rennais,1497.2,1560.9,-63.700000000000045,0.0,0.0,0.0,0.0,0.0,70.23,70850000,2.4,2.6,1.8,2.6,1.8,73.39,253175000,,,,D
1411,2009/10,,finished,olympique-lyonnais,losc-lille,1624.7,1558.3,66.40000000000009,2.0,2.0,1.4,2.0,1.4,72.74,89500000,0.0,0.0,0.0,0.0,0.0,72.18,86050000,,,,D
1412,2009/10,,finished,olympique-de-marseille,ogc-nice,1654.5,1497.4,157.0999999999999,0.8,0.8,1.6,0.8,1.6,73.85,58850000,0.8,0.8,1.0,0.8,1.0,73.28,89200000,,,,H
1413,2009/10,,finished,aj-auxerre,fc-lorient,1577.2,1500.1,77.10000000000014,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,70.23,70850000,,,,H
1414,2009/10,,finished,ogc-nice,rc-lens,1488.2,1442.7,45.5,0.8,0.8,1.0,0.8,1.0,73.28,89200000,1.6,1.6,1.6,1.6,1.6,72.84,82750000,,,,D
1415,2009/10,,finished,losc-lille,as-monaco,1561.3,1542.7,18.59999999999991,0.0,0.0,0.0,0.0,0.0,72.18,86050000,1.6,1.6,1.4,1.6,1.4,73.63,257100000,,,,H
1416,2009/10,,finished,paris-saint-germain,stade-rennais,1437.9,1558.0,-120.09999999999991,2.4,2.0,0.4,2.0,0.4,0.0,0,2.4,2.6,1.8,2.6,1.8,73.39,253175000,,,,D
1417,2009/10,,finished,toulouse-fc,aj-auxerre,1501.0,1589.7,-88.70000000000005,1.4,1.6,2.2,1.6,2.2,68.76,60900000,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,A
1418,2009/10,,finished,aj-auxerre,olympique-de-marseille,1601.7,1663.8,-62.09999999999991,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8,0.8,1.6,0.8,1.6,73.85,58850000,,,,D
1419,2009/10,,finished,fc-lorient,as-monaco,1487.6,1527.6,-40.0,0.0,0.0,0.0,0.0,0.0,70.23,70850000,1.6,1.6,1.4,1.6,1.4,73.63,257100000,,,,D
1420,2009/10,,finished,olympique-lyonnais,aj-auxerre,1621.7,1604.5,17.200000000000045,2.0,2.0,1.4,2.0,1.4,72.74,89500000,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,H
1421,2009/10,,finished,olympique-de-marseille,stade-rennais,1660.9,1552.7,108.20000000000005,0.8,0.8,1.6,0.8,1.6,73.85,58850000,2.4,2.6,1.8,2.6,1.8,73.39,253175000,,,,H
1422,2009/10,,finished,toulouse-fc,losc-lille,1489.0,1576.4,-87.40000000000009,1.4,1.6,2.2,1.6,2.2,68.76,60900000,0.0,0.0,0.0,0.0,0.0,72.18,86050000,,,,A
1423,2009/10,,finished,aj-auxerre,rc-lens,1589.3,1444.8,144.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6,1.6,1.6,1.6,1.6,72.84,82750000,,,,D
1424,2009/10,,finished,losc-lille,olympique-de-marseille,1588.5,1672.1,-83.59999999999991,0.0,0.0,0.0,0.0,0.0,72.18,86050000,0.8,0.8,1.6,0.8,1.6,73.85,58850000,,,,H
1425,2009/10,,finished,stade-rennais,ogc-nice,1541.5,1486.1,55.40000000000009,2.4,2.6,1.8,2.6,1.8,73.39,253175000,0.8,0.8,1.0,0.8,1.0,73.28,89200000,,,,D
1426,2009/10,,finished,olympique-lyonnais,as-monaco,1636.9,1525.7,111.20000000000005,2.0,2.0,1.4,2.0,1.4,72.74,89500000,1.6,1.6,1.4,1.6,1.4,73.63,257100000,,,,H
1427,2009/10,,finished,fc-lorient,losc-lille,1489.4,1608.3,-118.89999999999986,0.0,0.0,0.0,0.0,0.0,70.23,70850000,0.0,0.0,0.0,0.0,0.0,72.18,86050000,,,,H
1428,2009/10,,finished,toulouse-fc,as-monaco,1476.9,1514.7,-37.799999999999955,1.4,1.6,2.2,1.6,2.2,68.76,60900000,1.6,1.6,1.4,1.6,1.4,73.63,257100000,,,,D
1429,2010/11,,finished,aj-auxerre,fc-lorient,1583.0,1510.7,72.29999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,70.23,70850000,,,,D
1430,2010/11,,finished,olympique-lyonnais,as-monaco,1648.0,1512.9,135.0999999999999,2.0,2.0,1.4,2.0,1.4,72.74,89500000,1.6,1.6,1.4,1.6,1.4,73.63,257100000,,,,D
1431,2010/11,,finished,stade-rennais,losc-lille,1539.0,1587.0,-48.0,2.4,2.6,1.8,2.6,1.8,73.39,253175000,0.0,0.0,0.0,0.0,0.0,72.18,86050000,,,,D
1432,2010/11,,finished,toulouse-fc,stade-brestois-29,1478.7,1500.0,-21.299999999999955,1.4,1.6,2.2,1.6,2.2,68.76,60900000,0.0,0.0,0.0,0.0,0.0,70.61,86650000,,,,H
1433,2010/11,,finished,stade-brestois-29,aj-auxerre,1483.0,1579.8,-96.79999999999995,0.0,0.0,0.0,0.0,0.0,70.61,86650000,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,D
1434,2010/11,,finished,losc-lille,paris-saint-germain,1584.8,1443.2,141.5999999999999,0.0,0.0,0.0,0.0,0.0,72.18,86050000,2.4,2.0,0.4,2.0,0.4,0.0,0,,,,D
1435,2010/11,,finished,fc-lorient,ogc-nice,1514.0,1488.7,25.299999999999955,0.0,0.0,0.0,0.0,0.0,70.23,70850000,0.8,0.8,1.0,0.8,1.0,73.28,89200000,,,,A
1436,2010/11,,finished,rc-lens,as-monaco,1451.1,1518.9,-67.80000000000018,1.6,1.6,1.6,1.6,1.6,72.84,82750000,1.6,1.6,1.4,1.6,1.4,73.63,257100000,,,,D
1437,2010/11,,finished,olympique-lyonnais,stade-brestois-29,1642.0,1487.4,154.5999999999999,2.0,2.0,1.4,2.0,1.4,72.74,89500000,0.0,0.0,0.0,0.0,0.0,70.61,86650000,,,,H
1438,2010/11,,finished,olympique-de-marseille,fc-lorient,1652.3,1496.8,155.5,0.8,0.8,1.6,0.8,1.6,73.85,58850000,0.0,0.0,0.0,0.0,0.0,70.23,70850000,,,,H
1439,2010/11,,finished,fc-lorient,olympique-lyonnais,1487.5,1651.3,-163.79999999999995,0.0,0.0,0.0,0.0,0.0,70.23,70850000,2.0,2.0,1.4,2.0,1.4,72.74,89500000,,,,H
1440,2010/11,,finished,losc-lille,ogc-nice,1578.6,1505.8,72.79999999999995,0.0,0.0,0.0,0.0,0.0,72.18,86050000,0.8,0.8,1.0,0.8,1.0,73.28,89200000,,,,D
1441,2010/11,,finished,as-monaco,aj-auxerre,1515.8,1575.4,-59.600000000000136,1.6,1.6,1.4,1.6,1.4,73.63,257100000,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,H
1442,2010/11,,finished,rc-lens,losc-lille,1454.2,1575.3,-121.09999999999991,1.6,1.6,1.6,1.6,1.6,72.84,82750000,0.0,0.0,0.0,0.0,0.0,72.18,86050000,,,,A
1443,2010/11,,finished,stade-brestois-29,fc-lorient,1478.0,1510.6,-32.59999999999991,0.0,0.0,0.0,0.0,0.0,70.61,86650000,0.0,0.0,0.0,0.0,0.0,70.23,70850000,,,,D
